doi,date1,date2,date3
https://doi.org/10.1177/1464884906065513,2006,2006.0,2006
https://doi.org/10.1177/1464884907072419,2007,2007.0,2007
https://doi.org/10.1177/1464884912464177,2013,2012.0,2012
https://doi.org/10.1177/146488490200300203,2002,2002.0,2002
https://doi.org/10.1177/1464884910385193,2011,2011.0,2011
https://doi.org/10.1177/1464884913478359,2013,2013.0,2013
https://doi.org/10.1177/1464884913488720,2014,2013.0,2013
https://doi.org/10.1177/1464884917724612,2018,2017.0,2017
https://doi.org/10.1177/1464884914553079,2016,2014.0,2014
https://doi.org/10.1177/1464884903004001484,2003,2003.0,2003
https://doi.org/10.1177/1464884911415972,2011,2011.0,2011
https://doi.org/10.1177/1464884915620206,2017,2016.0,2016
https://doi.org/10.1177/1464884918757072,2021,2018.0,2018
https://doi.org/10.1177/1464884913511565,2015,2013.0,2013
https://doi.org/10.1177/146488490000100205,2000,2000.0,2000
https://doi.org/10.1177/1464884915620269,2017,2016.0,2016
https://doi.org/10.1177/1464884909106535,2009,2009.0,2009
https://doi.org/10.1177/1464884916688963,2019,2017.0,2017
https://doi.org/10.1177/1464884917738376,2019,2017.0,2017
https://doi.org/10.1177/1464884911415974,2011,2011.0,2011
https://doi.org/10.1177/1464884907078655,2007,2007.0,2007
https://doi.org/10.1177/1464884906068360,2006,2006.0,2006
https://doi.org/10.1177/146488490200300103,2002,2002.0,2002
https://doi.org/10.1177/1464884911405469,2011,2011.0,2011
https://doi.org/10.1177/146488490000100202,2000,2000.0,2000
https://doi.org/10.1177/1464884918754829,2020,2018.0,2018
https://doi.org/10.1177/1464884914545728,2015,2014.0,2014
https://doi.org/10.1177/1464884907089008,2008,2008.0,2008
https://doi.org/10.1177/1464884915608816,2017,2016.0,2016
https://doi.org/10.1177/1464884910388230,2011,2011.0,2011
https://doi.org/10.1177/1464884917735691,2020,2017.0,2017
https://doi.org/10.1177/146488490200300102,2002,2002.0,2002
https://doi.org/10.1177/1464884914552268,2015,2014.0,2014
https://doi.org/10.1177/146488490000100103,2000,2000.0,2000
https://doi.org/10.1177/1464884917700667,2020,2017.0,2017
https://doi.org/10.1177/1464884915593246,2016,2015.0,2015
https://doi.org/10.1177/1464884905051005,2005,2005.0,2005
https://doi.org/10.1177/1464884911431546,2012,2012.0,2012
https://doi.org/10.1177/1464884915595475,2016,2016.0,2016
https://doi.org/10.1177/1464884912455895,2013,2012.0,2012
https://doi.org/10.1177/1464884916663625,2018,2016.0,2016
https://doi.org/10.1177/146488490200300305,2002,2002.0,2002
https://doi.org/10.1177/1464884911412709,2011,2011.0,2011
https://doi.org/10.1177/1464884913492460,2013,2013.0,2013
https://doi.org/10.1177/1464884906062602,2006,2006.0,2006
https://doi.org/10.1177/1464884911412834,2011,2011.0,2011
https://doi.org/10.1177/1464884913482551,2013,2013.0,2013
https://doi.org/10.1177/146488490100200102,2001,2001.0,2001
https://doi.org/10.1177/1464884906065517,2006,2006.0,2006
https://doi.org/10.1177/146488490100200309,2001,2001.0,2001
https://doi.org/10.1177/1464884909355910,2010,2010.0,2010
https://doi.org/10.1177/1464884917730217,2020,2017.0,2017
https://doi.org/10.1177/1464884911431381,2012,2012.0,2012
https://doi.org/10.1177/1464884909104950,2009,2009.0,2009
https://doi.org/10.1177/1464884915612683,2016,2015.0,2015
https://doi.org/10.1177/1464884910379704,2010,2010.0,2010
https://doi.org/10.1177/1464884906062603,2006,2006.0,2006
https://doi.org/10.1177/1464884916689151,2018,2017.0,2017
https://doi.org/10.1177/1464884907074802,2007,2007.0,2007
https://doi.org/10.1177/1464884913491347,2014,2013.0,2013
https://doi.org/10.1177/1464884914568079,2016,2015.0,2015
https://doi.org/10.1177/1464884909355732,2010,2010.0,2010
https://doi.org/10.1177/1464884915620205,2017,2016.0,2016
https://doi.org/10.1177/1464884917725167,2018,2017.0,2017
https://doi.org/10.1177/1464884909102579,2009,2009.0,2009
https://doi.org/10.1177/1464884912469081,2013,2013.0,2013
https://doi.org/10.1177/146488490100200310,2001,2001.0,2001
https://doi.org/10.1177/1464884909350640,2010,2010.0,2010
https://doi.org/10.1177/14648849030044003,2003,2003.0,2003
https://doi.org/10.1177/1464884905056817,2005,2005.0,2005
https://doi.org/10.1177/1464884911433255,2012,2012.0,2012
https://doi.org/10.1177/1464884908091295,2008,2008.0,2008
https://doi.org/10.1177/1464884917746861,2020,2017.0,2017
https://doi.org/10.1177/1464884912468375,2013,2013.0,2013
https://doi.org/10.1177/146488490000100302,2000,2000.0,2000
https://doi.org/10.1177/1464884912458654,2013,2012.0,2012
https://doi.org/10.1177/1464884913504260,2014,2013.0,2013
https://doi.org/10.1177/146488490100200304,2001,2001.0,2001
https://doi.org/10.1177/1464884914568077,2016,2015.0,2015
https://doi.org/10.1177/1464884903004001110,2003,2003.0,2003
https://doi.org/10.1177/146488490452001,2004,2004.0,2004
https://doi.org/10.1177/1464884916683549,2018,2016.0,2016
https://doi.org/10.1177/1464884915593234,2016,2015.0,2015
https://doi.org/10.1177/1464884907084342,2008,2008.0,2008
https://doi.org/10.1177/1464884919862375,2021,2019.0,2019
https://doi.org/10.1177/1464884907076463,2007,2007.0,2007
https://doi.org/10.1177/1464884914549123,2015,2014.0,2014
https://doi.org/10.1177/1464884913520200,2015,2014.0,2014
https://doi.org/10.1177/1464884911421573,2012,2011.0,2011
https://doi.org/10.1177/1464884907076464,2007,2007.0,2007
https://doi.org/10.1177/1464884916673557,2017,2016.0,2016
https://doi.org/10.1177/1464884918801400,2020,2018.0,2018
https://doi.org/10.1177/1464884911421574,2012,2011.0,2011
https://doi.org/10.1177/1464884908091292,2008,2008.0,2008
https://doi.org/10.1177/1464884910388580,2011,2011.0,2011
https://doi.org/10.1177/1464884910388232,2011,2011.0,2011
https://doi.org/10.1177/1464884912442282,2012,2012.0,2012
https://doi.org/10.1177/1464884907076461,2007,2007.0,2007
https://doi.org/10.1177/1464884909106534,2009,2009.0,2009
https://doi.org/10.1177/1464884917720305,2019,2017.0,2017
https://doi.org/10.1177/1464884920915352,2020,2020.0,2020
https://doi.org/10.1177/146488490100200202,2001,2001.0,2001
https://doi.org/10.1177/14648849090100050501,2009,2009.0,2009
https://doi.org/10.1177/1464884909106538,2009,2009.0,2009
https://doi.org/10.1177/1464884911412844,2011,2011.0,2011
https://doi.org/10.1177/1464884911405467,2011,2011.0,2011
https://doi.org/10.1177/1464884909350641,2010,2010.0,2010
https://doi.org/10.1177/1464884907086873,2008,2008.0,2008
https://doi.org/10.1177/1464884911431382,2012,2011.0,2011
https://doi.org/10.1177/1464884917693864,2020,2017.0,2017
https://doi.org/10.1177/1464884917725163,2018,2017.0,2017
https://doi.org/10.1177/1464884911405471,2011,2011.0,2011
https://doi.org/10.1177/1464884912464178,2013,2012.0,2012
https://doi.org/10.1177/1464884911431374,2012,2011.0,2011
https://doi.org/10.1177/1464884904039554,2004,2004.0,2004
https://doi.org/10.1177/1464884913480459,2014,2013.0,2013
https://doi.org/10.1177/1464884905054061,2005,2005.0,2005
https://doi.org/10.1177/1464884912442293,2013,2012.0,2012
https://doi.org/10.1177/1464884911421700,2012,2011.0,2011
https://doi.org/10.1177/1464884916683553,2018,2016.0,2016
https://doi.org/10.1177/1464884916689573,2018,2017.0,2017
https://doi.org/10.1177/1464884917691785,2018,2017.0,2017
https://doi.org/10.1177/1464884913505030,2014,2013.0,2013
https://doi.org/10.1177/1464884909104756,2009,2009.0,2009
https://doi.org/10.1177/1464884913520198,2014,2014.0,2014
https://doi.org/10.1177/1464884913519032,2015,2014.0,2014
https://doi.org/10.1177/14648849030044001,2003,2003.0,2003
https://doi.org/10.1177/1464884915620268,2017,2015.0,2015
https://doi.org/10.1177/1464884916657509,2017,2016.0,2016
https://doi.org/10.1177/1464884904044940,2004,2004.0,2004
https://doi.org/10.1177/1464884910385191,2011,2011.0,2011
https://doi.org/10.1177/1464884909102583,2009,2009.0,2009
https://doi.org/10.1177/1464884918779919,2020,2018.0,2018
https://doi.org/10.1177/1464884913513430,2014,2013.0,2013
https://doi.org/10.1177/1464884912464172,2013,2012.0,2012
https://doi.org/10.1177/1464884909360922,2010,2010.0,2010
https://doi.org/10.1177/146488490200300202,2002,2002.0,2002
https://doi.org/10.1177/1464884909355733,2010,2010.0,2010
https://doi.org/10.1177/1464884906062606,2006,2006.0,2006
https://doi.org/10.1177/1464884915593245,2016,2015.0,2015
https://doi.org/10.1177/1464884914564845,2016,2015.0,2015
https://doi.org/10.1177/1464884916636142,2017,2016.0,2016
https://doi.org/10.1177/1464884916657524,2017,2016.0,2016
https://doi.org/10.1177/1464884919829277,2021,2019.0,2019
https://doi.org/10.1177/1464884905048952,2005,2005.0,2005
https://doi.org/10.1177/1464884912474201,2013,2013.0,2013
https://doi.org/10.1177/1464884904044937,2004,2004.0,2004
https://doi.org/10.1177/1464884911427795,2012,2012.0,2012
https://doi.org/10.1177/1464884911398338,2012,2011.0,2011
https://doi.org/10.1177/1464884909106537,2009,2009.0,2009
https://doi.org/10.1177/1464884910367597,2010,2010.0,2010
https://doi.org/10.1177/1464884915612681,2016,2015.0,2015
https://doi.org/10.1177/1464884914521579,2015,2014.0,2014
https://doi.org/10.1177/1464884911405470,2011,2011.0,2011
https://doi.org/10.1177/146488490000100305,2000,2000.0,2000
https://doi.org/10.1177/1464884906059429,2006,2006.0,2006
https://doi.org/10.1177/1464884917716594,2018,2017.0,2017
https://doi.org/10.1177/1464884918760669,2019,2018.0,2018
https://doi.org/10.1177/1464884909106532,2009,2009.0,2009
https://doi.org/10.1177/1464884914529213,2015,2014.0,2014
https://doi.org/10.1177/1464884913505997,2014,2013.0,2013
https://doi.org/10.1177/1464884911412707,2011,2011.0,2011
https://doi.org/10.1177/1464884907083118,2007,2007.0,2007
https://doi.org/10.1177/1464884913498689,2014,2013.0,2013
https://doi.org/10.1177/14648849030043002,2003,2003.0,2003
https://doi.org/10.1177/1464884906062607,2006,2006.0,2006
https://doi.org/10.1177/1464884907089007,2008,2008.0,2008
https://doi.org/10.1177/1464884916670932,2018,2016.0,2016
https://doi.org/10.1177/1464884918807344,2019,2018.0,2018
https://doi.org/10.1177/1464884918807069,2019,2018.0,2018
https://doi.org/10.1177/1464884918809271,2019,2018.0,2018
https://doi.org/10.1177/1464884919850387,2021,2019.0,2019
https://doi.org/10.1177/1464884913490269,2014,2013.0,2013
https://doi.org/10.1177/1464884911405468,2011,2011.0,2011
https://doi.org/10.1177/1464884913508610,2014,2013.0,2013
https://doi.org/10.1177/1464884912442294,2012,2012.0,2012
https://doi.org/10.1177/1464884910388229,2011,2011.0,2011
https://doi.org/10.1177/1464884907074807,2007,2007.0,2007
https://doi.org/10.1177/1464884916667654,2018,2016.0,2016
https://doi.org/10.1177/1464884918770537,2019,2018.0,2018
https://doi.org/10.1177/1464884914561573,2016,2014.0,2014
https://doi.org/10.1177/1464884913477311,2013,2013.0,2013
https://doi.org/10.1177/1464884911412688,2011,2011.0,2011
https://doi.org/10.1177/1464884905054064,2005,2005.0,2005
https://doi.org/10.1177/1464884915605028,2017,2016.0,2016
https://doi.org/10.1177/1464884916663599,2019,2016.0,2016
https://doi.org/10.1177/1464884916689152,2018,2017.0,2017
https://doi.org/10.1177/1464884917700447,2018,2017.0,2017
https://doi.org/10.1177/1464884918767577,2021,2018.0,2018
https://doi.org/10.1177/1464884918788472,2021,2018.0,2018
https://doi.org/10.1177/1464884920915374,2020,2020.0,2020
https://doi.org/10.1177/1464884914560306,2016,2014.0,2014
https://doi.org/10.1177/1464884913501836,2014,2013.0,2013
https://doi.org/10.1177/1464884913477280,2014,2013.0,2013
https://doi.org/10.1177/1464884914541067,2015,2014.0,2014
https://doi.org/10.1177/1464884907084341,2008,2008.0,2008
https://doi.org/10.1177/1464884912455904,2013,2012.0,2012
https://doi.org/10.1177/146488490342003,2003,2003.0,2003
https://doi.org/10.1177/1464884912473895,2013,2013.0,2013
https://doi.org/10.1177/1464884915582311,2016,2016.0,2016
https://doi.org/10.1177/1464884917715945,2018,2017.0,2017
https://doi.org/10.1177/1464884918807056,2020,2018.0,2018
https://doi.org/10.1177/1464884918807353,2019,2018.0,2018
https://doi.org/10.1177/1464884919899016,2022,2020.0,2020
https://doi.org/10.1177/1464884912453280,2013,2012.0,2012
https://doi.org/10.1177/1464884913501837,2014,2013.0,2013
https://doi.org/10.1177/1464884913478361,2013,2013.0,2013
https://doi.org/10.1177/1464884909106540,2009,2009.0,2009
https://doi.org/10.1177/1464884916663597,2017,2016.0,2016
https://doi.org/10.1177/1464884917725989,2020,2017.0,2017
https://doi.org/10.1177/1464884917724621,2018,2017.0,2017
https://doi.org/10.1177/1464884917730709,2019,2017.0,2017
https://doi.org/10.1177/1464884912458662,2013,2012.0,2012
https://doi.org/10.1177/1464884907074804,2007,2007.0,2007
https://doi.org/10.1177/1464884912455906,2012,2012.0,2012
https://doi.org/10.1177/146488490200300101,2002,2002.0,2002
https://doi.org/10.1177/1464884904044206,2004,2004.0,2004
https://doi.org/10.1177/1464884908096244,2008,2008.0,2008
https://doi.org/10.1177/146488490100200301,2001,2001.0,2001
https://doi.org/10.1177/1464884912454504,2013,2012.0,2012
https://doi.org/10.1177/1464884907084338,2008,2008.0,2008
https://doi.org/10.1177/1464884916667872,2018,2016.0,2016
https://doi.org/10.1177/1464884905054062,2005,2005.0,2005
https://doi.org/10.1177/1464884907081047,2007,2007.0,2007
https://doi.org/10.1177/1464884913517658,2015,2014.0,2014
https://doi.org/10.1177/1464884910385190,2011,2011.0,2011
https://doi.org/10.1177/1464884912460171,2013,2012.0,2012
https://doi.org/10.1177/1464884910367588,2011,2011.0,2011
https://doi.org/10.1177/1464884907078656,2007,2007.0,2007
https://doi.org/10.1177/1464884909355913,2010,2010.0,2010
https://doi.org/10.1177/1464884916648094,2017,2016.0,2016
https://doi.org/10.1177/1464884917730945,2019,2017.0,2017
https://doi.org/10.1177/1464884918770523,2019,2018.0,2018
https://doi.org/10.1177/1464884920915371,2020,2020.0,2020
https://doi.org/10.1177/1464884915595472,2016,2016.0,2016
https://doi.org/10.1177/1464884904040397,2004,2004.0,2004
https://doi.org/10.1177/1464884914528142,2015,2014.0,2014
https://doi.org/10.1177/1464884914545734,2015,2014.0,2014
https://doi.org/10.1177/1464884908096241,2008,2008.0,2008
https://doi.org/10.1177/1464884916659409,2017,2016.0,2016
https://doi.org/10.1177/1464884916657521,2017,2016.0,2016
https://doi.org/10.1177/1464884916689277,2019,2017.0,2017
https://doi.org/10.1177/1464884916688964,2018,2017.0,2017
https://doi.org/10.1177/1464884920969092,2022,2020.0,2020
https://doi.org/10.1177/1464884910373534,2010,2010.0,2010
https://doi.org/10.1177/1464884910388234,2011,2011.0,2011
https://doi.org/10.1177/146488490342005,2003,2003.0,2003
https://doi.org/10.1177/1464884910373536,2010,2010.0,2010
https://doi.org/10.1177/1464884910388236,2011,2011.0,2011
https://doi.org/10.1177/1464884910388589,2011,2011.0,2011
https://doi.org/10.1177/1464884915608818,2017,2016.0,2016
https://doi.org/10.1177/1464884914523233,2014,2014.0,2014
https://doi.org/10.1177/1464884908096242,2008,2008.0,2008
https://doi.org/10.1177/1464884911412702,2011,2011.0,2011
https://doi.org/10.1177/1464884910379708,2010,2010.0,2010
https://doi.org/10.1177/1464884912464175,2013,2012.0,2012
https://doi.org/10.1177/1464884905054065,2005,2005.0,2005
https://doi.org/10.1177/1464884915592405,2016,2016.0,2016
https://doi.org/10.1177/1464884914529208,2014,2014.0,2014
https://doi.org/10.1177/1464884913501243,2014,2013.0,2013
https://doi.org/10.1177/1464884915614244,2017,2015.0,2015
https://doi.org/10.1177/1464884918762362,2021,2018.0,2018
https://doi.org/10.1177/1464884918805262,2020,2018.0,2018
https://doi.org/10.1177/1464884918809283,2019,2018.0,2018
https://doi.org/10.1177/1464884919845459,2019,2019.0,2019
https://doi.org/10.1177/1464884911431386,2012,2012.0,2012
https://doi.org/10.1177/1464884908091294,2008,2008.0,2008
https://doi.org/10.1177/1464884912474203,2013,2013.0,2013
https://doi.org/10.1177/1464884912439135,2012,2012.0,2012
https://doi.org/10.1177/1464884906066519,2006,2006.0,2006
https://doi.org/10.1177/1464884909102574,2009,2009.0,2009
https://doi.org/10.1177/1464884905048953,2005,2005.0,2005
https://doi.org/10.1177/1464884913488717,2014,2013.0,2013
https://doi.org/10.1177/1464884913501244,2014,2013.0,2013
https://doi.org/10.1177/1464884910388225,2011,2011.0,2011
https://doi.org/10.1177/1464884908100598,2009,2009.0,2009
https://doi.org/10.1177/1464884914523236,2014,2014.0,2014
https://doi.org/10.1177/1464884917699854,2018,2017.0,2017
https://doi.org/10.1177/1464884917724632,2018,2017.0,2017
https://doi.org/10.1177/1464884918770885,2019,2018.0,2018
https://doi.org/10.1177/1464884913491045,2014,2013.0,2013
https://doi.org/10.1177/1464884915576728,2016,2016.0,2016
https://doi.org/10.1177/1464884911398325,2011,2011.0,2011
https://doi.org/10.1177/146488490342002,2003,2003.0,2003
https://doi.org/10.1177/1464884913517657,2015,2014.0,2014
https://doi.org/10.1177/1464884912448898,2013,2012.0,2012
https://doi.org/10.1177/146488490000100112,2000,2000.0,2000
https://doi.org/10.1177/1464884913488722,2014,2013.0,2013
https://doi.org/10.1177/1464884914545729,2015,2014.0,2014
https://doi.org/10.1177/1464884911405466,2011,2011.0,2011
https://doi.org/10.1177/1464884914554167,2015,2014.0,2014
https://doi.org/10.1177/1464884913488725,2014,2013.0,2013
https://doi.org/10.1177/1464884916667873,2018,2016.0,2016
https://doi.org/10.1177/1464884916680372,2018,2016.0,2016
https://doi.org/10.1177/1464884917753556,2019,2018.0,2018
https://doi.org/10.1177/1464884919886421,2020,2020.0,2020
https://doi.org/10.1177/1464884920915355,2020,2020.0,2020
https://doi.org/10.1177/1464884909344479,2009,2009.0,2009
https://doi.org/10.1177/1464884907086875,2008,2008.0,2008
https://doi.org/10.1177/1464884909360925,2010,2010.0,2010
https://doi.org/10.1177/1464884906065516,2006,2006.0,2006
https://doi.org/10.1177/1464884906059425,2006,2006.0,2006
https://doi.org/10.1177/1464884908096243,2008,2008.0,2008
https://doi.org/10.1177/1464884907083117,2007,2007.0,2007
https://doi.org/10.1177/1464884906068364,2006,2006.0,2006
https://doi.org/10.1177/1464884913483494,2014,2013.0,2013
https://doi.org/10.1177/1464884911433251,2012,2012.0,2012
https://doi.org/10.1177/1464884904039557,2004,2004.0,2004
https://doi.org/10.1177/1464884905056816,2005,2005.0,2005
https://doi.org/10.1177/1464884913482553,2014,2013.0,2013
https://doi.org/10.1177/1464884911412704,2011,2011.0,2011
https://doi.org/10.1177/1464884913490272,2014,2013.0,2013
https://doi.org/10.1177/1464884916671156,2017,2016.0,2016
https://doi.org/10.1177/1464884917692820,2019,2017.0,2017
https://doi.org/10.1177/1464884917731655,2019,2017.0,2017
https://doi.org/10.1177/1464884918770538,2019,2018.0,2018
https://doi.org/10.1177/1464884918778722,2021,2018.0,2018
https://doi.org/10.1177/1464884919872076,2021,2019.0,2019
https://doi.org/10.1177/1461444810365020,2010,2010.0,2010
https://doi.org/10.1177/1464884910373533,2010,2010.0,2010
https://doi.org/10.1177/1464884911421698,2012,2011.0,2011
https://doi.org/10.1177/1464884907086874,2008,2008.0,2008
https://doi.org/10.1177/146488490200300304,2002,2002.0,2002
https://doi.org/10.1177/1464884915610988,2017,2016.0,2016
https://doi.org/10.1177/1464884917703125,2018,2017.0,2017
https://doi.org/10.1177/1464884917724596,2020,2017.0,2017
https://doi.org/10.1177/1464884917743174,2018,2017.0,2017
https://doi.org/10.1177/1464884919878545,2021,2019.0,2019
https://doi.org/10.1177/1464884919878352,2021,2019.0,2019
https://doi.org/10.1177/1464884913478360,2013,2013.0,2013
https://doi.org/10.1177/1464884906065522,2006,2006.0,2006
https://doi.org/10.1177/1464884905048954,2005,2005.0,2005
https://doi.org/10.1177/1464884907072422,2007,2007.0,2007
https://doi.org/10.1177/1464884903004001439,2003,2003.0,2003
https://doi.org/10.1177/1464884912464169,2013,2013.0,2013
https://doi.org/10.1177/1464884914525562,2015,2014.0,2014
https://doi.org/10.1177/1464884911431389,2012,2011.0,2011
https://doi.org/10.1177/1464884911421703,2012,2011.0,2011
https://doi.org/10.1177/1464884911431534,2012,2012.0,2012
https://doi.org/10.1177/146488490200300302,2002,2002.0,2002
https://doi.org/10.1177/1464884912448899,2013,2012.0,2012
https://doi.org/10.1177/1464884912455901,2013,2012.0,2012
https://doi.org/10.1177/1464884911398337,2012,2011.0,2011
https://doi.org/10.1177/1464884916674231,2018,2016.0,2016
https://doi.org/10.1177/1464884917707843,2019,2017.0,2017
https://doi.org/10.1177/1464884917734054,2020,2017.0,2017
https://doi.org/10.1177/1464884918767586,2020,2018.0,2018
https://doi.org/10.1177/1464884918806733,2019,2018.0,2018
https://doi.org/10.1177/1464884919869399,2021,2019.0,2019
https://doi.org/10.1177/1464884920915353,2020,2020.0,2020
https://doi.org/10.1177/1464884920959552,2022,2020.0,2020
https://doi.org/10.1177/1464884915593237,2016,2015.0,2015
https://doi.org/10.1177/1464884914550971,2015,2014.0,2014
https://doi.org/10.1177/1464884909102582,2009,2009.0,2009
https://doi.org/10.1177/146488490000100114,2000,2000.0,2000
https://doi.org/10.1177/1464884906068362,2006,2006.0,2006
https://doi.org/10.1177/1464884911398339,2011,2011.0,2011
https://doi.org/10.1177/1464884910388585,2011,2011.0,2011
https://doi.org/10.1177/1464884908100602,2009,2009.0,2009
https://doi.org/10.1177/1464884907081051,2007,2007.0,2007
https://doi.org/10.1177/1464884913511572,2014,2013.0,2013
https://doi.org/10.1177/1464884911400843,2012,2011.0,2011
https://doi.org/10.1177/1464884912455903,2013,2012.0,2012
https://doi.org/10.1177/1464884909102593,2009,2009.0,2009
https://doi.org/10.1177/1464884916636126,2017,2016.0,2016
https://doi.org/10.1177/1464884916648098,2017,2016.0,2016
https://doi.org/10.1177/1464884916657514,2018,2016.0,2016
https://doi.org/10.1177/1464884916657520,2017,2016.0,2016
https://doi.org/10.1177/1464884916665405,2017,2016.0,2016
https://doi.org/10.1177/1464884916663621,2017,2016.0,2016
https://doi.org/10.1177/1464884916688289,2019,2017.0,2017
https://doi.org/10.1177/1464884917698170,2019,2017.0,2017
https://doi.org/10.1177/1464884917707675,2019,2017.0,2017
https://doi.org/10.1177/1464884918760675,2019,2018.0,2018
https://doi.org/10.1177/1464884918778257,2018,2018.0,2018
https://doi.org/10.1177/1464884918791224,2021,2018.0,2018
https://doi.org/10.1177/1464884919862056,2021,2019.0,2019
https://doi.org/10.1177/1464884919887822,2021,2019.0,2019
https://doi.org/10.1177/1464884912472140,2013,2013.0,2013
https://doi.org/10.1177/146488490000100104,2000,2000.0,2000
https://doi.org/10.1177/1464884914549294,2015,2014.0,2014
https://doi.org/10.1177/1464884907081052,2007,2007.0,2007
